00:00:52	19.0
00:15:19	19.0
00:29:47	19.0
00:44:14	19.0
00:58:40	18.0
01:13:08	18.0
01:27:36	18.0
01:42:03	18.0
01:56:30	18.0
02:10:58	18.0
02:25:25	18.0
02:39:52	18.0
02:54:19	18.0
03:08:48	17.0
03:23:15	17.0
03:37:41	17.0
03:52:08	17.0
04:06:35	17.0
04:21:02	17.0
04:35:29	17.0
04:49:56	17.0
05:04:23	17.0
05:18:51	17.0
05:33:18	17.0
05:47:48	17.0
06:02:12	17.0
06:16:40	17.0
06:31:08	17.0
06:45:35	17.0
07:00:03	17.0
07:14:30	17.0
07:28:58	17.0
07:43:26	17.0
07:57:54	17.0
08:12:22	18.0
08:26:49	18.0
08:41:17	18.0
08:55:45	18.0
09:10:13	19.0
09:24:42	19.0
09:39:10	19.0
09:53:37	19.0
10:08:05	19.0
10:22:33	19.0
10:37:01	19.0
10:51:29	20.0
11:05:57	20.0
11:20:26	20.0
11:34:54	21.0
11:49:23	21.0
12:03:51	21.0
12:18:20	21.0
12:32:49	22.0
12:47:17	22.0
13:01:45	22.0
13:16:12	23.0
13:30:40	23.0
13:45:09	23.0
13:59:37	23.0
14:14:07	24.0
14:28:35	24.0
14:43:03	24.0
14:57:31	24.0
15:11:59	24.0
15:26:27	24.0
15:40:58	24.0
15:55:24	24.0
16:09:51	24.0
16:24:19	24.0
16:38:47	24.0
16:53:15	24.0
17:07:43	24.0
17:22:10	24.0
17:36:37	24.0
17:51:05	24.0
18:05:33	23.0
18:20:00	23.0
18:34:27	23.0
18:48:55	23.0
19:03:21	22.0
19:17:48	22.0
19:32:16	22.0
19:46:43	21.0
20:01:10	21.0
20:15:36	21.0
20:30:04	21.0
20:44:31	21.0
20:58:57	21.0
21:13:25	20.0
21:27:52	20.0
21:42:19	20.0
21:56:46	20.0
22:11:14	19.0
22:25:41	19.0
22:40:08	19.0
22:54:36	19.0
23:09:03	19.0
23:23:30	19.0
23:37:58	19.0
23:52:25	18.0
