00:05:22	42.0
00:19:45	42.0
00:34:08	41.0
00:48:31	42.0
01:02:52	42.0
01:17:15	44.0
01:31:38	45.0
01:46:01	45.0
02:00:25	44.0
02:14:48	44.0
02:29:12	43.0
02:43:35	43.0
02:57:58	42.0
03:12:21	43.0
03:26:44	43.0
03:41:08	44.0
03:55:31	44.0
04:09:51	46.0
04:24:14	47.0
04:38:38	46.0
04:53:01	46.0
05:07:24	47.0
05:21:47	47.0
05:36:10	47.0
05:50:33	48.0
06:04:56	48.0
06:19:21	48.0
06:33:43	48.0
06:48:05	48.0
07:02:28	48.0
07:16:52	48.0
07:31:18	48.0
07:45:42	45.0
08:00:04	44.0
08:14:27	44.0
08:28:50	45.0
08:43:14	45.0
08:57:37	45.0
09:12:00	45.0
09:26:24	45.0
09:40:48	44.0
09:55:10	43.0
10:09:32	44.0
10:23:54	45.0
10:38:18	45.0
10:52:47	44.0
11:07:06	41.0
11:21:29	39.0
11:35:51	36.0
11:50:13	41.0
12:04:40	43.0
12:19:08	52.0
12:33:34	41.0
12:47:59	41.0
13:02:23	35.0
13:16:47	35.0
13:31:11	28.0
13:45:34	42.0
13:59:58	35.0
14:14:21	35.0
14:28:44	35.0
14:43:08	35.0
14:57:31	35.0
15:11:55	35.0
15:26:18	35.0
15:40:41	34.0
15:55:04	34.0
16:09:27	45.0
16:23:51	27.0
16:38:14	28.0
16:52:37	27.0
17:07:00	26.0
17:21:23	26.0
17:35:46	27.0
17:50:09	34.0
18:04:33	25.0
18:18:56	25.0
18:33:19	44.0
18:47:42	27.0
19:02:06	34.0
19:16:30	27.0
19:30:55	34.0
19:45:20	23.0
19:59:44	33.0
20:14:08	33.0
20:28:32	33.0
20:42:56	32.0
20:57:20	32.0
21:11:44	32.0
21:26:08	32.0
21:40:31	21.0
21:54:55	32.0
