00:13:02	49.0
00:27:29	36.0
00:41:56	36.0
00:56:22	36.0
01:10:48	36.0
01:25:14	37.0
01:39:41	37.0
01:54:07	37.0
02:08:34	37.0
02:23:00	37.0
02:37:26	37.0
02:51:53	37.0
03:06:20	37.0
03:20:46	37.0
03:35:13	37.0
03:49:38	37.0
04:04:06	36.0
04:18:31	37.0
04:32:58	38.0
04:47:24	38.0
05:01:50	38.0
05:16:18	38.0
05:30:42	50.0
05:45:10	39.0
05:59:37	40.0
06:14:04	39.0
06:28:32	39.0
06:42:59	39.0
06:57:26	39.0
07:11:53	37.0
07:26:20	37.0
07:40:47	37.0
07:55:15	36.0
08:09:43	36.0
08:24:10	35.0
08:38:38	35.0
08:53:05	35.0
09:07:33	35.0
09:22:01	34.0
09:36:27	33.0
09:50:54	33.0
10:05:22	33.0
10:19:50	33.0
10:34:18	28.0
10:48:46	32.0
11:03:14	31.0
11:17:42	28.0
11:32:10	27.0
11:46:38	27.0
12:01:07	25.0
12:15:35	26.0
12:30:03	23.0
12:44:31	23.0
12:59:02	19.0
13:13:30	19.0
13:27:59	18.0
13:42:28	18.0
13:56:57	17.0
14:11:25	17.0
14:25:52	17.0
14:40:20	17.0
14:54:48	17.0
15:09:14	17.0
15:23:42	17.0
15:38:09	17.0
15:52:35	17.0
16:07:01	17.0
16:21:28	17.0
16:35:54	17.0
16:50:20	18.0
17:04:46	18.0
17:19:11	18.0
17:33:38	19.0
17:48:03	19.0
18:02:27	20.0
18:16:53	20.0
18:31:19	20.0
18:45:43	21.0
19:00:09	21.0
19:14:34	24.0
19:29:00	26.0
19:43:25	27.0
19:57:52	28.0
20:12:16	31.0
20:26:43	33.0
20:41:09	33.0
20:55:35	33.0
21:10:01	33.0
21:24:27	33.0
21:38:54	33.0
21:53:19	29.0
22:07:44	26.0
22:22:10	24.0
22:36:36	23.0
22:51:03	23.0
23:05:29	23.0
23:19:56	23.0
23:34:22	24.0
23:48:49	26.0
