00:12:22	17.0
00:26:52	16.0
00:41:18	16.0
00:55:47	16.0
01:10:15	16.0
01:24:43	16.0
01:39:12	16.0
01:53:41	16.0
02:08:10	16.0
02:22:41	16.0
02:37:07	16.0
02:51:36	16.0
03:06:07	16.0
03:20:33	16.0
03:35:02	16.0
03:49:33	16.0
04:03:59	15.0
04:18:29	15.0
04:32:56	15.0
04:47:26	15.0
05:01:55	15.0
05:16:22	15.0
05:30:52	15.0
05:45:18	15.0
05:59:47	15.0
06:14:16	16.0
06:28:44	15.0
06:43:13	15.0
06:57:42	15.0
07:12:16	16.0
07:26:43	16.0
07:41:10	16.0
07:55:41	16.0
08:10:08	16.0
08:24:39	16.0
08:39:06	16.0
08:53:38	16.0
09:08:04	16.0
09:22:34	16.0
09:37:05	17.0
09:51:31	17.0
10:06:00	17.0
10:20:29	17.0
10:35:00	17.0
10:49:29	17.0
11:03:58	17.0
11:18:26	17.0
11:32:57	17.0
11:47:24	17.0
12:01:55	18.0
12:16:24	18.0
12:30:53	19.0
12:45:20	19.0
12:59:50	19.0
13:14:19	0.0
13:28:48	19.0
13:43:18	0.0
13:57:48	20.0
14:12:17	21.0
14:26:49	21.0
14:41:16	21.0
14:55:47	21.0
15:10:16	22.0
15:24:45	21.0
15:39:13	21.0
15:53:44	21.0
16:08:10	21.0
16:22:39	21.0
16:37:07	21.0
16:51:36	21.0
17:06:03	21.0
17:20:31	20.0
17:35:02	20.0
17:49:29	20.0
18:03:56	21.0
18:18:24	19.0
18:32:52	19.0
18:47:21	0.0
19:01:49	18.0
19:16:15	18.0
19:30:43	18.0
19:45:14	18.0
19:59:40	18.0
20:14:09	0.0
20:28:38	18.0
20:43:08	18.0
20:57:34	17.0
21:12:03	18.0
21:26:32	18.0
21:41:01	18.0
21:55:30	18.0
22:10:00	19.0
22:24:29	19.0
22:39:02	19.0
22:53:29	19.0
23:07:56	19.0
23:22:25	19.0
23:36:56	19.0
23:51:22	19.0
